"year","number","name","seasonal.status","Municipality","total_docks","station.id","n_institutions_1km","n_mbta_1km","Lat","Long","population","month","avg_TMIN","avg_TMAX","avg_precip","total_trips","membership_total"
2022,"A32029","Piers Park","Winter Storage","Boston",15,211,0,8,42.3650112,-71.03528559,653243,7,68.5,86.5,0.02,39,25
2022,"A32029","Piers Park","Winter Storage","Boston",15,211,0,8,42.3650112,-71.03528559,653243,8,68.1,85.2,0.05,39,25
2022,"A32029","Piers Park","Winter Storage","Boston",15,211,0,8,42.3650112,-71.03528559,653243,9,58.2,72.2,0.09,39,25
2022,"A32030","Maverick Square - Lewis Mall","Year Round","Boston",33,212,0,11,42.36884408,-71.03977829,653243,6,59.6,76.2,0.08,64,36
2022,"A32030","Maverick Square - Lewis Mall","Year Round","Boston",33,212,0,11,42.36884408,-71.03977829,653243,7,68.5,86.5,0.02,64,36
2022,"A32030","Maverick Square - Lewis Mall","Year Round","Boston",33,212,0,11,42.36884408,-71.03977829,653243,8,68.1,85.2,0.05,64,36
2022,"A32030","Maverick Square - Lewis Mall","Year Round","Boston",33,212,0,11,42.36884408,-71.03977829,653243,9,58.2,72.2,0.09,64,36
2022,"A32031","East Boston Neighborhood Health Center - 20 Maverick Square","Year Round","Boston",16,213,0,12,42.369536,-71.039431,653243,6,59.6,76.2,0.08,35,28
2022,"A32031","East Boston Neighborhood Health Center - 20 Maverick Square","Year Round","Boston",16,213,0,12,42.369536,-71.039431,653243,7,68.5,86.5,0.02,35,28
2022,"A32031","East Boston Neighborhood Health Center - 20 Maverick Square","Year Round","Boston",16,213,0,12,42.369536,-71.039431,653243,8,68.1,85.2,0.05,35,28
2022,"A32031","East Boston Neighborhood Health Center - 20 Maverick Square","Year Round","Boston",16,213,0,12,42.369536,-71.039431,653243,9,58.2,72.2,0.09,35,28
2022,"A32032","Bremen St at Marion St","Year Round","Boston",11,214,0,12,42.37410622,-71.03276253,653243,6,59.6,76.2,0.08,60,20
2022,"A32032","Bremen St at Marion St","Year Round","Boston",11,214,0,12,42.37410622,-71.03276253,653243,7,68.5,86.5,0.02,60,20
2022,"A32032","Bremen St at Marion St","Year Round","Boston",11,214,0,12,42.37410622,-71.03276253,653243,8,68.1,85.2,0.05,60,20
2022,"A32032","Bremen St at Marion St","Year Round","Boston",11,214,0,12,42.37410622,-71.03276253,653243,9,58.2,72.2,0.09,60,20
2022,"A32033","The Eddy - New St at Sumner St","Year Round","Boston",15,215,1,13,42.370744,-71.044201,653243,6,59.6,76.2,0.08,26,15
2022,"A32033","The Eddy - New St at Sumner St","Year Round","Boston",15,215,1,13,42.370744,-71.044201,653243,7,68.5,86.5,0.02,26,15
2022,"A32033","The Eddy - New St at Sumner St","Year Round","Boston",15,215,1,13,42.370744,-71.044201,653243,8,68.1,85.2,0.05,26,15
2022,"A32033","The Eddy - New St at Sumner St","Year Round","Boston",15,215,1,13,42.370744,-71.044201,653243,9,58.2,72.2,0.09,26,15
2022,"A32034","Glendon St at Condor St","Winter Storage","Boston",19,216,0,6,42.38240378,-71.03024304,653243,6,59.6,76.2,0.08,7,2
2022,"A32034","Glendon St at Condor St","Winter Storage","Boston",19,216,0,6,42.38240378,-71.03024304,653243,7,68.5,86.5,0.02,7,2
2022,"A32034","Glendon St at Condor St","Winter Storage","Boston",19,216,0,6,42.38240378,-71.03024304,653243,8,68.1,85.2,0.05,7,2
2022,"A32034","Glendon St at Condor St","Winter Storage","Boston",19,216,0,6,42.38240378,-71.03024304,653243,9,58.2,72.2,0.09,7,2
2022,"A32035","Orient Heights T Stop - Bennington St at Saratoga St","Year Round","Boston",19,217,0,5,42.386781,-71.006098,653243,6,59.6,76.2,0.08,32,15
2022,"A32035","Orient Heights T Stop - Bennington St at Saratoga St","Year Round","Boston",19,217,0,5,42.386781,-71.006098,653243,7,68.5,86.5,0.02,32,15
2022,"A32035","Orient Heights T Stop - Bennington St at Saratoga St","Year Round","Boston",19,217,0,5,42.386781,-71.006098,653243,8,68.1,85.2,0.05,32,15
2022,"A32035","Orient Heights T Stop - Bennington St at Saratoga St","Year Round","Boston",19,217,0,5,42.386781,-71.006098,653243,9,58.2,72.2,0.09,32,15
2022,"A32036","Boston East - 126 Border St","Year Round","Boston",15,219,0,13,42.37331213,-71.04102008,653243,6,59.6,76.2,0.08,21,13
2022,"A32036","Boston East - 126 Border St","Year Round","Boston",15,219,0,13,42.37331213,-71.04102008,653243,7,68.5,86.5,0.02,21,13
2022,"A32036","Boston East - 126 Border St","Year Round","Boston",15,219,0,13,42.37331213,-71.04102008,653243,8,68.1,85.2,0.05,21,13
2022,"A32036","Boston East - 126 Border St","Year Round","Boston",15,219,0,13,42.37331213,-71.04102008,653243,9,58.2,72.2,0.09,21,13
2022,"A32037","Washington St at Egremont Rd","Winter Storage","Boston",15,354,1,9,42.34286835,-71.14127841,653243,6,59.6,76.2,0.08,45,31
2022,"A32037","Washington St at Egremont Rd","Winter Storage","Boston",15,354,1,9,42.34286835,-71.14127841,653243,7,68.5,86.5,0.02,45,31
2022,"A32037","Washington St at Egremont Rd","Winter Storage","Boston",15,354,1,9,42.34286835,-71.14127841,653243,8,68.1,85.2,0.05,45,31
2022,"A32037","Washington St at Egremont Rd","Winter Storage","Boston",15,354,1,9,42.34286835,-71.14127841,653243,9,58.2,72.2,0.09,45,31
2022,"A32039","Bennington St at Constitution Beach","Year Round","Boston",17,355,0,5,42.38522394,-71.01063069,653243,6,59.6,76.2,0.08,20,10
2022,"A32039","Bennington St at Constitution Beach","Year Round","Boston",17,355,0,5,42.38522394,-71.01063069,653243,7,68.5,86.5,0.02,20,10
2022,"A32039","Bennington St at Constitution Beach","Year Round","Boston",17,355,0,5,42.38522394,-71.01063069,653243,8,68.1,85.2,0.05,20,10
2022,"A32039","Bennington St at Constitution Beach","Year Round","Boston",17,355,0,5,42.38522394,-71.01063069,653243,9,58.2,72.2,0.09,20,10
2022,"A32040","Honan Library","Year Round","Boston",15,376,0,11,42.3602737,-71.12852452,653243,6,59.6,76.2,0.08,91,68
2022,"A32040","Honan Library","Year Round","Boston",15,376,0,11,42.3602737,-71.12852452,653243,7,68.5,86.5,0.02,91,68
2022,"A32040","Honan Library","Year Round","Boston",15,376,0,11,42.3602737,-71.12852452,653243,8,68.1,85.2,0.05,91,68
2022,"A32040","Honan Library","Year Round","Boston",15,376,0,11,42.3602737,-71.12852452,653243,9,58.2,72.2,0.09,91,68
2022,"A32041","Central Square East Boston","Year Round","Boston",15,419,0,12,42.37544913,-71.03918549,653243,6,59.6,76.2,0.08,40,27
2022,"A32041","Central Square East Boston","Year Round","Boston",15,419,0,12,42.37544913,-71.03918549,653243,7,68.5,86.5,0.02,40,27
2022,"A32041","Central Square East Boston","Year Round","Boston",15,419,0,12,42.37544913,-71.03918549,653243,8,68.1,85.2,0.05,40,27
2022,"A32041","Central Square East Boston","Year Round","Boston",15,419,0,12,42.37544913,-71.03918549,653243,9,58.2,72.2,0.09,40,27
2022,"A32042","Surface Rd at Summer St","Year Round","Boston",27,426,7,36,42.3529457,-71.05656401,653243,6,59.6,76.2,0.08,137,84
2022,"A32042","Surface Rd at Summer St","Year Round","Boston",27,426,7,36,42.3529457,-71.05656401,653243,7,68.5,86.5,0.02,137,84
2022,"A32042","Surface Rd at Summer St","Year Round","Boston",27,426,7,36,42.3529457,-71.05656401,653243,8,68.1,85.2,0.05,137,84
2022,"A32042","Surface Rd at Summer St","Year Round","Boston",27,426,7,36,42.3529457,-71.05656401,653243,9,58.2,72.2,0.09,137,84
2022,"A32043","Western Ave at Richardson St","Winter Storage","Boston",19,428,0,8,42.36178741,-71.14393111,653243,6,59.6,76.2,0.08,66,51
2022,"A32043","Western Ave at Richardson St","Winter Storage","Boston",19,428,0,8,42.36178741,-71.14393111,653243,7,68.5,86.5,0.02,66,51
2022,"A32043","Western Ave at Richardson St","Winter Storage","Boston",19,428,0,8,42.36178741,-71.14393111,653243,8,68.1,85.2,0.05,66,51
2022,"A32043","Western Ave at Richardson St","Winter Storage","Boston",19,428,0,8,42.36178741,-71.14393111,653243,9,58.2,72.2,0.09,66,51
2022,"A32044","Maverick St at Massport Path","Year Round","Boston",15,436,0,13,42.36774122,-71.03335975,653243,6,59.6,76.2,0.08,22,17
2022,"A32044","Maverick St at Massport Path","Year Round","Boston",15,436,0,13,42.36774122,-71.03335975,653243,7,68.5,86.5,0.02,22,17
2022,"A32044","Maverick St at Massport Path","Year Round","Boston",15,436,0,13,42.36774122,-71.03335975,653243,8,68.1,85.2,0.05,22,17
2022,"A32044","Maverick St at Massport Path","Year Round","Boston",15,436,0,13,42.36774122,-71.03335975,653243,9,58.2,72.2,0.09,22,17
2022,"A32045","Boston Landing","Year Round","Boston",17,440,0,8,42.35656092,-71.14167538,653243,6,59.6,76.2,0.08,39,32
2022,"A32045","Boston Landing","Year Round","Boston",17,440,0,8,42.35656092,-71.14167538,653243,7,68.5,86.5,0.02,39,32
2022,"A32045","Boston Landing","Year Round","Boston",17,440,0,8,42.35656092,-71.14167538,653243,8,68.1,85.2,0.05,39,32
2022,"A32045","Boston Landing","Year Round","Boston",17,440,0,8,42.35656092,-71.14167538,653243,9,58.2,72.2,0.09,39,32
2022,"A32046","Canal St at Causeway St","Winter Storage","Boston",23,459,5,23,42.365301,-71.060922,653243,6,59.6,76.2,0.08,273,172
2022,"A32046","Canal St at Causeway St","Winter Storage","Boston",23,459,5,23,42.365301,-71.060922,653243,7,68.5,86.5,0.02,273,172
2022,"A32046","Canal St at Causeway St","Winter Storage","Boston",23,459,5,23,42.365301,-71.060922,653243,8,68.1,85.2,0.05,273,172
2022,"A32046","Canal St at Causeway St","Winter Storage","Boston",23,459,5,23,42.365301,-71.060922,653243,9,58.2,72.2,0.09,273,172
2022,"A32047","Broad St at Central St","Winter Storage","Boston",15,460,5,32,42.35849449,-71.0542647,653243,6,59.6,76.2,0.08,71,42
2022,"A32047","Broad St at Central St","Winter Storage","Boston",15,460,5,32,42.35849449,-71.0542647,653243,7,68.5,86.5,0.02,71,42
2022,"A32047","Broad St at Central St","Winter Storage","Boston",15,460,5,32,42.35849449,-71.0542647,653243,8,68.1,85.2,0.05,71,42
2022,"A32047","Broad St at Central St","Winter Storage","Boston",15,460,5,32,42.35849449,-71.0542647,653243,9,58.2,72.2,0.09,71,42
2022,"A32048","Marion St at White St","Year Round","Boston",19,477,0,9,42.38066931,-71.03907316,653243,6,59.6,76.2,0.08,17,9
2022,"A32048","Marion St at White St","Year Round","Boston",19,477,0,9,42.38066931,-71.03907316,653243,7,68.5,86.5,0.02,17,9
2022,"A32048","Marion St at White St","Year Round","Boston",19,477,0,9,42.38066931,-71.03907316,653243,8,68.1,85.2,0.05,17,9
2022,"A32048","Marion St at White St","Year Round","Boston",19,477,0,9,42.38066931,-71.03907316,653243,9,58.2,72.2,0.09,17,9
2022,"A32049","Gove St at Orleans St","Year Round","Boston",19,478,0,13,42.37057753,-71.0355854,653243,6,59.6,76.2,0.08,16,10
2022,"A32049","Gove St at Orleans St","Year Round","Boston",19,478,0,13,42.37057753,-71.0355854,653243,7,68.5,86.5,0.02,16,10
2022,"A32049","Gove St at Orleans St","Year Round","Boston",19,478,0,13,42.37057753,-71.0355854,653243,8,68.1,85.2,0.05,16,10
2022,"A32049","Gove St at Orleans St","Year Round","Boston",19,478,0,13,42.37057753,-71.0355854,653243,9,58.2,72.2,0.09,16,10
2022,"A32050","Porzio Park","Year Round","Boston",17,483,0,5,42.36411904,-71.02876782,653243,6,59.6,76.2,0.08,29,14
2022,"A32050","Porzio Park","Year Round","Boston",17,483,0,5,42.36411904,-71.02876782,653243,7,68.5,86.5,0.02,29,14
2022,"A32050","Porzio Park","Year Round","Boston",17,483,0,5,42.36411904,-71.02876782,653243,8,68.1,85.2,0.05,29,14
2022,"A32050","Porzio Park","Year Round","Boston",17,483,0,5,42.36411904,-71.02876782,653243,9,58.2,72.2,0.09,29,14
2022,"A32051","Day Sq","Year Round","Boston",16,489,0,6,42.379295,-71.027733,653243,6,59.6,76.2,0.08,17,9
2022,"A32051","Day Sq","Year Round","Boston",16,489,0,6,42.379295,-71.027733,653243,7,68.5,86.5,0.02,17,9
2022,"A32051","Day Sq","Year Round","Boston",16,489,0,6,42.379295,-71.027733,653243,8,68.1,85.2,0.05,17,9
2022,"A32051","Day Sq","Year Round","Boston",16,489,0,6,42.379295,-71.027733,653243,9,58.2,72.2,0.09,17,9
2022,"A32052","Harvard Stadium: N. Harvard St at Soldiers Field Rd","Year Round","Boston",15,492,1,12,42.368019,-71.1242,653243,6,59.6,76.2,0.08,130,102
2022,"A32052","Harvard Stadium: N. Harvard St at Soldiers Field Rd","Year Round","Boston",15,492,1,12,42.368019,-71.1242,653243,7,68.5,86.5,0.02,130,102
2022,"A32052","Harvard Stadium: N. Harvard St at Soldiers Field Rd","Year Round","Boston",15,492,1,12,42.368019,-71.1242,653243,8,68.1,85.2,0.05,130,102
2022,"A32052","Harvard Stadium: N. Harvard St at Soldiers Field Rd","Year Round","Boston",15,492,1,12,42.368019,-71.1242,653243,9,58.2,72.2,0.09,130,102
2022,"A32053","Valenti Way at Haverhill St","Year Round","Boston",24,549,4,23,42.36473899,-71.05934903,653243,6,59.6,76.2,0.08,184,131
2022,"A32053","Valenti Way at Haverhill St","Year Round","Boston",24,549,4,23,42.36473899,-71.05934903,653243,7,68.5,86.5,0.02,184,131
2022,"A32053","Valenti Way at Haverhill St","Year Round","Boston",24,549,4,23,42.36473899,-71.05934903,653243,8,68.1,85.2,0.05,184,131
2022,"A32053","Valenti Way at Haverhill St","Year Round","Boston",24,549,4,23,42.36473899,-71.05934903,653243,9,58.2,72.2,0.09,184,131
2022,"A32054","Addison St at Saratoga St","Winter Storage","Boston",19,563,0,5,42.38518147,-71.0151367,653243,6,59.6,76.2,0.08,10,10
2022,"A32054","Addison St at Saratoga St","Winter Storage","Boston",19,563,0,5,42.38518147,-71.0151367,653243,7,68.5,86.5,0.02,10,10
2022,"A32054","Addison St at Saratoga St","Winter Storage","Boston",19,563,0,5,42.38518147,-71.0151367,653243,8,68.1,85.2,0.05,10,10
2022,"A32054","Addison St at Saratoga St","Winter Storage","Boston",19,563,0,5,42.38518147,-71.0151367,653243,9,58.2,72.2,0.09,10,10
2022,"A32055","Airport T Stop - Bremen St at Brooks St","Year Round","Boston",15,214,0,11,42.37535377,-71.03131771,653243,6,59.6,76.2,0.08,60,20
2022,"A32055","Airport T Stop - Bremen St at Brooks St","Year Round","Boston",15,214,0,11,42.37535377,-71.03131771,653243,7,68.5,86.5,0.02,60,20
2022,"A32055","Airport T Stop - Bremen St at Brooks St","Year Round","Boston",15,214,0,11,42.37535377,-71.03131771,653243,8,68.1,85.2,0.05,60,20
2022,"A32055","Airport T Stop - Bremen St at Brooks St","Year Round","Boston",15,214,0,11,42.37535377,-71.03131771,653243,9,58.2,72.2,0.09,60,20
2022,"A32056","Riverway at Brookline Ave","Year Round","Boston",25,594,4,12,42.33661006,-71.1100468,653243,6,59.6,76.2,0.08,0,0
2022,"A32056","Riverway at Brookline Ave","Year Round","Boston",25,594,4,12,42.33661006,-71.1100468,653243,7,68.5,86.5,0.02,0,0
2022,"A32056","Riverway at Brookline Ave","Year Round","Boston",25,594,4,12,42.33661006,-71.1100468,653243,8,68.1,85.2,0.05,0,0
2022,"A32056","Riverway at Brookline Ave","Year Round","Boston",25,594,4,12,42.33661006,-71.1100468,653243,9,58.2,72.2,0.09,0,0
2022,"B32000","Newbury St at Hereford St","Winter Storage","Boston",23,52,6,19,42.348717,-71.085954,653243,6,59.6,76.2,0.08,462,319
2022,"B32000","Newbury St at Hereford St","Winter Storage","Boston",23,52,6,19,42.348717,-71.085954,653243,7,68.5,86.5,0.02,462,319
2022,"B32000","Newbury St at Hereford St","Winter Storage","Boston",23,52,6,19,42.348717,-71.085954,653243,8,68.1,85.2,0.05,462,319
2022,"B32000","Newbury St at Hereford St","Winter Storage","Boston",23,52,6,19,42.348717,-71.085954,653243,9,58.2,72.2,0.09,462,319
2022,"B32002","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","Year Round","Boston",26,12,6,19,42.33624445,-71.08798563,653243,6,59.6,76.2,0.08,294,244
2022,"B32002","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","Year Round","Boston",26,12,6,19,42.33624445,-71.08798563,653243,7,68.5,86.5,0.02,294,244
2022,"B32002","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","Year Round","Boston",26,12,6,19,42.33624445,-71.08798563,653243,8,68.1,85.2,0.05,294,244
2022,"B32002","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd","Year Round","Boston",26,12,6,19,42.33624445,-71.08798563,653243,9,58.2,72.2,0.09,294,244
2022,"B32003","HMS/HSPH - Avenue Louis Pasteur at Longwood Ave","Year Round","Boston",25,14,5,14,42.33741748,-71.10286117,653243,6,59.6,76.2,0.08,158,141
2022,"B32003","HMS/HSPH - Avenue Louis Pasteur at Longwood Ave","Year Round","Boston",25,14,5,14,42.33741748,-71.10286117,653243,7,68.5,86.5,0.02,158,141
2022,"B32003","HMS/HSPH - Avenue Louis Pasteur at Longwood Ave","Year Round","Boston",25,14,5,14,42.33741748,-71.10286117,653243,8,68.1,85.2,0.05,158,141
2022,"B32003","HMS/HSPH - Avenue Louis Pasteur at Longwood Ave","Year Round","Boston",25,14,5,14,42.33741748,-71.10286117,653243,9,58.2,72.2,0.09,158,141
2022,"B32004","Aquarium T Stop - 200 Atlantic Ave","Year Round","Boston",23,20,4,22,42.36044136,-71.0504394,653243,6,59.6,76.2,0.08,218,128
2022,"B32004","Aquarium T Stop - 200 Atlantic Ave","Year Round","Boston",23,20,4,22,42.36044136,-71.0504394,653243,7,68.5,86.5,0.02,218,128
2022,"B32004","Aquarium T Stop - 200 Atlantic Ave","Year Round","Boston",23,20,4,22,42.36044136,-71.0504394,653243,8,68.1,85.2,0.05,218,128
2022,"B32004","Aquarium T Stop - 200 Atlantic Ave","Year Round","Boston",23,20,4,22,42.36044136,-71.0504394,653243,9,58.2,72.2,0.09,218,128
2022,"B32005","Christian Science Plaza - Massachusetts Ave at Westland Ave","Year Round","Boston",19,46,6,24,42.34366582,-71.08582377,653243,6,59.6,76.2,0.08,388,285
2022,"B32005","Christian Science Plaza - Massachusetts Ave at Westland Ave","Year Round","Boston",19,46,6,24,42.34366582,-71.08582377,653243,7,68.5,86.5,0.02,388,285
2022,"B32005","Christian Science Plaza - Massachusetts Ave at Westland Ave","Year Round","Boston",19,46,6,24,42.34366582,-71.08582377,653243,8,68.1,85.2,0.05,388,285
2022,"B32005","Christian Science Plaza - Massachusetts Ave at Westland Ave","Year Round","Boston",19,46,6,24,42.34366582,-71.08582377,653243,9,58.2,72.2,0.09,388,285
2022,"B32006","Colleges of the Fenway - Fenway at Avenue Louis Pasteur","Year Round","Boston",15,3,7,18,42.34011512,-71.10061884,653243,6,59.6,76.2,0.08,98,72
2022,"B32006","Colleges of the Fenway - Fenway at Avenue Louis Pasteur","Year Round","Boston",15,3,7,18,42.34011512,-71.10061884,653243,7,68.5,86.5,0.02,98,72
2022,"B32006","Colleges of the Fenway - Fenway at Avenue Louis Pasteur","Year Round","Boston",15,3,7,18,42.34011512,-71.10061884,653243,8,68.1,85.2,0.05,98,72
2022,"B32006","Colleges of the Fenway - Fenway at Avenue Louis Pasteur","Year Round","Boston",15,3,7,18,42.34011512,-71.10061884,653243,9,58.2,72.2,0.09,98,72
2022,"B32007","Seaport Square - Seaport Blvd at Northern Ave","Year Round","Boston",23,24,0,17,42.35148193,-71.04436085,653243,6,59.6,76.2,0.08,159,86
2022,"B32007","Seaport Square - Seaport Blvd at Northern Ave","Year Round","Boston",23,24,0,17,42.35148193,-71.04436085,653243,7,68.5,86.5,0.02,159,86
2022,"B32007","Seaport Square - Seaport Blvd at Northern Ave","Year Round","Boston",23,24,0,17,42.35148193,-71.04436085,653243,8,68.1,85.2,0.05,159,86
2022,"B32007","Seaport Square - Seaport Blvd at Northern Ave","Year Round","Boston",23,24,0,17,42.35148193,-71.04436085,653243,9,58.2,72.2,0.09,159,86
2022,"B32008","Boston City Hall - 28 State St","Year Round","Boston",25,23,7,31,42.35892,-71.057629,653243,6,59.6,76.2,0.08,221,141
2022,"B32008","Boston City Hall - 28 State St","Year Round","Boston",25,23,7,31,42.35892,-71.057629,653243,7,68.5,86.5,0.02,221,141
2022,"B32008","Boston City Hall - 28 State St","Year Round","Boston",25,23,7,31,42.35892,-71.057629,653243,8,68.1,85.2,0.05,221,141
2022,"B32008","Boston City Hall - 28 State St","Year Round","Boston",25,23,7,31,42.35892,-71.057629,653243,9,58.2,72.2,0.09,221,141
2022,"B32010","Kenmore Square","Year Round","Boston",27,33,4,17,42.348706,-71.097009,653243,6,59.6,76.2,0.08,259,161
2022,"B32010","Kenmore Square","Year Round","Boston",27,33,4,17,42.348706,-71.097009,653243,7,68.5,86.5,0.02,259,161
2022,"B32010","Kenmore Square","Year Round","Boston",27,33,4,17,42.348706,-71.097009,653243,8,68.1,85.2,0.05,259,161
2022,"B32010","Kenmore Square","Year Round","Boston",27,33,4,17,42.348706,-71.097009,653243,9,58.2,72.2,0.09,259,161
2022,"B32012","Northeastern University - North Parking Lot","Winter Storage","Boston",15,5,8,20,42.341814,-71.090179,653243,6,59.6,76.2,0.08,153,121
2022,"B32012","Northeastern University - North Parking Lot","Winter Storage","Boston",15,5,8,20,42.341814,-71.090179,653243,7,68.5,86.5,0.02,153,121
2022,"B32012","Northeastern University - North Parking Lot","Winter Storage","Boston",15,5,8,20,42.341814,-71.090179,653243,8,68.1,85.2,0.05,153,121
2022,"B32012","Northeastern University - North Parking Lot","Winter Storage","Boston",15,5,8,20,42.341814,-71.090179,653243,9,58.2,72.2,0.09,153,121
2022,"B32013","Brigham Circle - Francis St at Huntington Ave","Year Round","Boston",15,30,6,12,42.33462893,-71.10407918,653243,6,59.6,76.2,0.08,122,98
2022,"B32013","Brigham Circle - Francis St at Huntington Ave","Year Round","Boston",15,30,6,12,42.33462893,-71.10407918,653243,7,68.5,86.5,0.02,122,98
2022,"B32013","Brigham Circle - Francis St at Huntington Ave","Year Round","Boston",15,30,6,12,42.33462893,-71.10407918,653243,8,68.1,85.2,0.05,122,98
2022,"B32013","Brigham Circle - Francis St at Huntington Ave","Year Round","Boston",15,30,6,12,42.33462893,-71.10407918,653243,9,58.2,72.2,0.09,122,98
2022,"B32014","Seaport Hotel - Congress St at Seaport Ln","Year Round","Boston",19,31,0,14,42.34881026,-71.04167744,653243,6,59.6,76.2,0.08,100,57
2022,"B32014","Seaport Hotel - Congress St at Seaport Ln","Year Round","Boston",19,31,0,14,42.34881026,-71.04167744,653243,7,68.5,86.5,0.02,100,57
2022,"B32014","Seaport Hotel - Congress St at Seaport Ln","Year Round","Boston",19,31,0,14,42.34881026,-71.04167744,653243,8,68.1,85.2,0.05,100,57
2022,"B32014","Seaport Hotel - Congress St at Seaport Ln","Year Round","Boston",19,31,0,14,42.34881026,-71.04167744,653243,9,58.2,72.2,0.09,100,57
2022,"B32015","Landmark Center - Brookline Ave at Park Dr","Year Round","Boston",15,32,6,17,42.34369056,-71.10235287,653243,6,59.6,76.2,0.08,333,238
2022,"B32015","Landmark Center - Brookline Ave at Park Dr","Year Round","Boston",15,32,6,17,42.34369056,-71.10235287,653243,7,68.5,86.5,0.02,333,238
2022,"B32015","Landmark Center - Brookline Ave at Park Dr","Year Round","Boston",15,32,6,17,42.34369056,-71.10235287,653243,8,68.1,85.2,0.05,333,238
2022,"B32015","Landmark Center - Brookline Ave at Park Dr","Year Round","Boston",15,32,6,17,42.34369056,-71.10235287,653243,9,58.2,72.2,0.09,333,238
2022,"B32016","Beacon St at Massachusetts Ave","Winter Storage","Boston",19,53,4,16,42.35082681,-71.08981088,653243,6,59.6,76.2,0.08,405,320
2022,"B32016","Beacon St at Massachusetts Ave","Winter Storage","Boston",19,53,4,16,42.35082681,-71.08981088,653243,7,68.5,86.5,0.02,405,320
2022,"B32016","Beacon St at Massachusetts Ave","Winter Storage","Boston",19,53,4,16,42.35082681,-71.08981088,653243,8,68.1,85.2,0.05,405,320
2022,"B32016","Beacon St at Massachusetts Ave","Winter Storage","Boston",19,53,4,16,42.35082681,-71.08981088,653243,9,58.2,72.2,0.09,405,320
2022,"B32017","Dudley Square - Bolling Building","Year Round","Boston",18,56,1,14,42.32984299,-71.08386572,653243,6,59.6,76.2,0.08,49,40
2022,"B32017","Dudley Square - Bolling Building","Year Round","Boston",18,56,1,14,42.32984299,-71.08386572,653243,7,68.5,86.5,0.02,49,40
2022,"B32017","Dudley Square - Bolling Building","Year Round","Boston",18,56,1,14,42.32984299,-71.08386572,653243,8,68.1,85.2,0.05,49,40
2022,"B32017","Dudley Square - Bolling Building","Year Round","Boston",18,56,1,14,42.32984299,-71.08386572,653243,9,58.2,72.2,0.09,49,40
2022,"B32018","Boylston St at Massachusetts Ave","Year Round","Boston",15,55,6,20,42.34740621,-71.08678415,653243,6,59.6,76.2,0.08,293,213
2022,"B32018","Boylston St at Massachusetts Ave","Year Round","Boston",15,55,6,20,42.34740621,-71.08678415,653243,7,68.5,86.5,0.02,293,213
2022,"B32018","Boylston St at Massachusetts Ave","Year Round","Boston",15,55,6,20,42.34740621,-71.08678415,653243,8,68.1,85.2,0.05,293,213
2022,"B32018","Boylston St at Massachusetts Ave","Year Round","Boston",15,55,6,20,42.34740621,-71.08678415,653243,9,58.2,72.2,0.09,293,213
2022,"B32020","Burlington Ave at Brookline Ave","Year Round","Boston",15,122,6,16,42.345733,-71.100694,653243,6,59.6,76.2,0.08,93,55
2022,"B32020","Burlington Ave at Brookline Ave","Year Round","Boston",15,122,6,16,42.345733,-71.100694,653243,7,68.5,86.5,0.02,93,55
2022,"B32020","Burlington Ave at Brookline Ave","Year Round","Boston",15,122,6,16,42.345733,-71.100694,653243,8,68.1,85.2,0.05,93,55
2022,"B32020","Burlington Ave at Brookline Ave","Year Round","Boston",15,122,6,16,42.345733,-71.100694,653243,9,58.2,72.2,0.09,93,55
2022,"B32021","Wentworth Institute of Technology - Huntington Ave at Vancouver St","Year Round","Boston",14,160,9,18,42.33758601,-71.09627098,653243,6,59.6,76.2,0.08,93,67
2022,"B32021","Wentworth Institute of Technology - Huntington Ave at Vancouver St","Year Round","Boston",14,160,9,18,42.33758601,-71.09627098,653243,7,68.5,86.5,0.02,93,67
2022,"B32021","Wentworth Institute of Technology - Huntington Ave at Vancouver St","Year Round","Boston",14,160,9,18,42.33758601,-71.09627098,653243,8,68.1,85.2,0.05,93,67
2022,"B32021","Wentworth Institute of Technology - Huntington Ave at Vancouver St","Year Round","Boston",14,160,9,18,42.33758601,-71.09627098,653243,9,58.2,72.2,0.09,93,67
2022,"B32022","Roxbury YMCA - Warren St at MLK Blvd","Year Round","Boston",10,196,0,5,42.31787329,-71.08243078,653243,6,59.6,76.2,0.08,16,12
2022,"B32022","Roxbury YMCA - Warren St at MLK Blvd","Year Round","Boston",10,196,0,5,42.31787329,-71.08243078,653243,7,68.5,86.5,0.02,16,12
2022,"B32022","Roxbury YMCA - Warren St at MLK Blvd","Year Round","Boston",10,196,0,5,42.31787329,-71.08243078,653243,8,68.1,85.2,0.05,16,12
2022,"B32022","Roxbury YMCA - Warren St at MLK Blvd","Year Round","Boston",10,196,0,5,42.31787329,-71.08243078,653243,9,58.2,72.2,0.09,16,12
2022,"B32023","MLK Blvd at Washington St","Year Round","Boston",15,197,1,9,42.32143814,-71.09126061,653243,6,59.6,76.2,0.08,18,16
2022,"B32023","MLK Blvd at Washington St","Year Round","Boston",15,197,1,9,42.32143814,-71.09126061,653243,7,68.5,86.5,0.02,18,16
